country,climate_zone,latitude,longitude,date,month,temperature,humidity,rainfall,wind_speed,crop_type,crop_susceptibility,historical_infestation,aphid_risk,country_encoded,climate_encoded,crop_encoded
Russia,continental,61.1304,106.233,2021-04-17,4,9.3,56.6,61.4,22.1,Potato,0.4,0.496,0.0,34,1,3
Iran,arid,31.5302,55.6431,2022-01-14,1,23.6,30.4,1.3,16.9,Maize,0.7,0.224,0.071,17,0,2
Belgium,temperate,50.0587,3.4099,2021-07-25,7,18.4,50.5,145.5,16.1,Maize,0.7,0.478,0.037,3,3,2
Iran,arid,30.9269,52.1412,2023-12-01,12,30.7,39.7,22.1,20.6,Soybean,0.9,0.237,0.009,17,0,5
Egypt,arid,28.1073,31.4319,2022-10-15,10,28.4,31.9,23.4,12.3,Soybean,0.9,0.294,0.025,9,0,5
South Korea,temperate,37.8085,126.2194,2020-10-23,10,10.3,64.3,46.5,9.5,Sugarcane,0.3,0.604,0.048,37,3,6
Philippines,tropical,14.4005,122.9361,2021-03-07,3,21.0,61.9,95.9,12.2,Rice,0.6,0.744,0.015,31,4,4
Mexico,arid,25.5181,-102.398,2022-02-18,2,21.6,38.3,1.3,16.0,Sugarcane,0.3,0.34,0.049,22,0,6
South Africa,temperate,-31.853,24.421,2020-04-07,4,19.7,57.9,144.2,19.5,Potato,0.4,0.384,0.0,36,3,3
China,temperate,37.8751,105.8028,2020-10-27,10,15.1,61.3,78.4,6.4,Wheat,0.8,0.139,0.011,7,3,7
Japan,temperate,35.4156,140.1248,2021-03-05,3,11.9,62.9,91.1,12.1,Rice,0.6,0.473,0.022,19,3,4
Vietnam,tropical,14.2382,106.9638,2020-07-19,7,28.2,64.1,286.6,13.6,Wheat,0.8,0.485,0.02,47,4,7
USA,temperate,41.1134,-98.0652,2020-03-20,3,15.8,58.5,106.7,15.1,Barley,0.7,0.437,0.028,44,3,0
Australia,temperate,-24.4852,135.0369,2020-07-02,7,18.9,43.6,19.1,7.5,Rice,0.6,0.164,0.013,1,3,4
Egypt,arid,27.263,31.6452,2023-04-12,4,29.5,21.0,20.7,15.2,Sugarcane,0.3,0.021,0.0,9,0,6
Thailand,tropical,15.0148,100.3903,2023-10-21,10,30.1,91.4,23.8,1.1,Barley,0.7,0.309,0.027,41,4,0
Belgium,temperate,49.3497,6.4218,2020-11-26,11,4.9,65.5,123.2,17.9,Wheat,0.8,0.163,0.0,3,3,7
Indonesia,tropical,-0.9648,112.1946,2020-08-25,8,29.1,64.5,145.8,7.7,Soybean,0.9,0.517,0.05,16,4,5
Sweden,continental,60.5766,17.3453,2022-01-14,1,2.2,30.2,51.5,12.6,Potato,0.4,0.649,0.0,40,1,3
India,tropical,20.4153,80.773,2023-10-08,10,23.8,73.3,48.3,4.5,Rice,0.6,0.445,0.0,15,4,4
Philippines,tropical,12.5298,123.258,2022-01-14,1,33.5,79.6,22.9,6.6,Wheat,0.8,0.736,0.0,31,4,7
Malaysia,tropical,2.3162,100.3026,2022-01-26,1,32.6,67.9,61.3,13.5,Soybean,0.9,0.624,0.007,21,4,5
France,temperate,46.6015,1.7611,2023-07-12,7,18.8,49.7,144.5,8.8,Sugarcane,0.3,0.382,0.041,12,3,6
Indonesia,tropical,-0.3531,113.2097,2020-10-13,10,26.3,91.6,51.9,7.3,Barley,0.7,0.448,0.0,16,4,0
Saudi Arabia,arid,23.7087,44.7458,2020-11-07,11,21.7,33.8,11.7,19.7,Barley,0.7,0.375,0.049,35,0,0
Sweden,continental,61.8683,16.8434,2021-09-23,9,7.3,66.3,18.8,11.6,Wheat,0.8,0.621,0.038,40,1,7
Morocco,arid,31.6751,-9.0943,2020-12-08,12,16.9,39.5,13.0,2.8,Rice,0.6,0.455,0.042,23,0,4
Germany,temperate,52.7704,8.8682,2023-03-18,3,14.4,53.2,60.1,13.9,Rice,0.6,0.198,0.0,13,3,4
Kenya,tropical,1.0313,38.5883,2020-04-16,4,32.7,69.6,44.2,5.9,Cotton,0.5,0.515,0.051,20,4,1
Japan,temperate,36.3676,139.0856,2020-10-05,10,9.8,48.4,19.7,14.2,Rice,0.6,0.58,0.0,19,3,4
Ukraine,temperate,49.077,30.6022,2023-01-11,1,-0.9,57.7,86.3,3.1,Rice,0.6,0.551,0.016,45,3,4
China,temperate,35.032,104.4522,2020-08-28,8,14.1,69.0,62.9,2.5,Maize,0.7,0.23,0.016,7,3,2
Portugal,temperate,39.9971,-9.0633,2023-12-02,12,3.3,52.7,30.4,2.7,Cotton,0.5,0.291,0.01,33,3,1
Morocco,arid,33.751,-5.2958,2022-10-03,10,27.5,13.4,4.3,11.0,Cotton,0.5,0.319,0.047,23,0,1
Japan,temperate,34.7025,137.0276,2023-08-31,8,22.2,68.1,10.4,4.6,Barley,0.7,0.577,0.0,19,3,0
Indonesia,tropical,-2.6971,113.3314,2023-02-06,2,26.1,87.8,14.5,6.5,Maize,0.7,0.245,0.052,16,4,2
Russia,continental,63.3825,107.007,2021-02-08,2,10.6,56.6,72.0,21.5,Wheat,0.8,0.584,0.045,34,1,7
Russia,continental,60.319,105.5081,2020-02-20,2,11.9,46.4,79.1,17.6,Potato,0.4,0.315,0.019,34,1,3
Norway,continental,61.7352,8.6367,2021-02-17,2,1.1,42.9,24.1,6.7,Rice,0.6,0.6,0.016,28,1,4
New Zealand,temperate,-40.8942,175.502,2022-09-25,9,21.0,44.2,31.4,1.9,Rice,0.6,0.392,0.052,26,3,4
Thailand,tropical,16.4944,101.3908,2022-08-31,8,34.3,60.1,26.3,9.7,Cotton,0.5,0.294,0.0,41,4,1
Thailand,tropical,14.9357,102.3216,2022-07-17,7,29.0,80.9,162.6,9.0,Rice,0.6,0.268,0.033,41,4,4
Ukraine,temperate,48.284,31.3614,2022-10-31,10,9.2,49.4,75.1,16.0,Rice,0.6,0.372,0.018,45,3,4
Sweden,continental,59.9136,16.7613,2020-07-20,7,19.4,52.2,9.8,8.9,Soybean,0.9,0.409,0.111,40,1,5
Malaysia,tropical,4.5997,101.6927,2021-06-21,6,28.9,91.0,104.3,8.8,Sugarcane,0.3,0.464,0.034,21,4,6
Russia,continental,60.8929,105.5845,2021-09-15,9,-0.3,66.2,72.3,10.5,Sugarcane,0.3,0.36,0.0,34,1,6
Argentina,temperate,-37.245,-64.435,2023-05-09,5,17.2,71.8,15.9,8.4,Barley,0.7,0.152,0.071,0,3,0
Ethiopia,tropical,9.0241,38.8265,2020-03-24,3,31.3,86.2,70.6,6.7,Wheat,0.8,0.417,0.0,10,4,7
New Zealand,temperate,-41.8699,174.3686,2020-02-28,2,10.3,69.0,9.5,7.7,Soybean,0.9,0.168,0.069,26,3,5
Thailand,tropical,17.4392,100.6241,2022-02-12,2,21.9,87.1,97.6,4.4,Wheat,0.8,0.513,0.027,41,4,7
Mexico,arid,25.5981,-103.9067,2020-01-21,1,30.6,22.8,6.5,11.8,Wheat,0.8,0.195,0.0,22,0,7
China,temperate,37.5349,105.6414,2021-01-16,1,10.5,53.8,110.7,13.8,Cotton,0.5,0.207,0.018,7,3,1
Chile,temperate,-34.2625,-71.7161,2023-02-23,2,15.1,52.7,85.3,1.7,Maize,0.7,0.399,0.023,6,3,2
Sri Lanka,tropical,6.2634,79.6116,2020-05-28,5,22.7,63.8,146.7,14.6,Barley,0.7,0.499,0.0,39,4,0
Argentina,temperate,-37.5461,-62.3921,2022-02-04,2,4.8,54.6,52.5,3.0,Cotton,0.5,0.125,0.0,0,3,1
UK,temperate,54.2766,-4.8924,2023-02-17,2,3.1,64.4,76.0,4.0,Sugarcane,0.3,0.316,0.0,43,3,6
Iran,arid,30.6286,52.0033,2021-02-27,2,35.4,35.5,17.6,25.5,Rice,0.6,0.39,0.0,17,0,4
Belgium,temperate,51.2761,5.7715,2021-09-17,9,15.2,44.0,23.4,12.5,Soybean,0.9,0.403,0.049,3,3,5
Saudi Arabia,arid,22.8142,45.646,2023-02-21,2,19.6,35.4,27.2,14.0,Rice,0.6,0.582,0.04,35,0,4
Nepal,highland,28.9587,84.5262,2021-08-30,8,5.7,71.2,71.7,2.8,Sugarcane,0.3,0.229,0.039,24,2,6
Thailand,tropical,16.3512,99.4245,2022-12-19,12,32.5,73.5,29.3,13.7,Cotton,0.5,0.389,0.0,41,4,1
Sri Lanka,tropical,7.6888,80.6005,2021-04-21,4,31.6,69.9,57.6,1.0,Barley,0.7,0.401,0.005,39,4,0
Indonesia,tropical,0.2974,112.3577,2022-06-14,6,23.7,87.5,40.8,4.8,Soybean,0.9,0.527,0.052,16,4,5
Venezuela,highland,5.3054,-68.4602,2023-10-06,10,20.5,73.3,1.1,1.0,Sugarcane,0.3,0.425,0.025,46,2,6
Mexico,arid,23.6245,-103.8565,2021-07-22,7,18.7,36.5,15.3,25.6,Potato,0.4,0.011,0.0,22,0,3
Egypt,arid,25.4907,30.2399,2021-09-25,9,36.7,27.0,25.1,4.4,Wheat,0.8,0.281,0.0,9,0,7
Poland,temperate,50.7315,20.8941,2021-11-04,11,-0.6,48.6,97.1,3.7,Rice,0.6,0.259,0.0,32,3,4
Colombia,highland,3.8991,-73.0002,2023-09-20,9,6.6,85.4,80.3,9.2,Rice,0.6,0.512,0.0,8,2,4
Nigeria,tropical,10.1129,7.3382,2020-03-08,3,32.2,83.7,87.6,11.5,Soybean,0.9,0.673,0.007,27,4,5
New Zealand,temperate,-39.4317,173.168,2020-04-05,4,18.3,72.1,60.4,11.5,Potato,0.4,0.289,0.002,26,3,3
Sweden,continental,58.744,17.0256,2021-08-30,8,20.7,37.3,37.9,5.8,Barley,0.7,0.671,0.053,40,1,0
Egypt,arid,27.8424,30.2443,2021-02-23,2,39.9,24.6,7.0,3.6,Potato,0.4,0.121,0.002,9,0,3
Finland,continental,65.9048,24.7623,2022-11-26,11,8.4,56.4,48.3,21.8,Barley,0.7,0.235,0.005,11,1,0
Japan,temperate,37.0218,136.994,2022-05-07,5,20.6,42.2,0.1,6.0,Potato,0.4,0.401,0.138,19,3,3
Egypt,arid,26.0815,30.2283,2020-10-30,10,34.3,30.6,29.7,8.5,Rice,0.6,0.36,0.0,9,0,4
Ethiopia,tropical,7.1894,39.4443,2023-07-31,7,27.1,81.6,243.8,10.5,Barley,0.7,0.483,0.0,10,4,0
South Korea,temperate,35.5353,128.23,2022-10-09,10,17.0,66.1,103.1,16.7,Barley,0.7,0.74,0.039,37,3,0
Venezuela,highland,5.6247,-68.1169,2023-10-14,10,15.9,53.7,135.5,13.5,Rice,0.6,0.578,0.022,46,2,4
Germany,temperate,49.6711,8.5912,2022-03-12,3,16.5,82.3,24.3,7.6,Sugarcane,0.3,0.148,0.0,13,3,6
Japan,temperate,35.0059,138.2296,2021-05-25,5,21.0,72.2,88.1,13.6,Sugarcane,0.3,0.673,0.0,19,3,6
Colombia,highland,6.5919,-73.7952,2021-03-08,3,19.9,57.7,122.1,9.5,Sugarcane,0.3,0.182,0.018,8,2,6
Ethiopia,tropical,8.2962,40.5788,2021-05-16,5,28.4,91.3,293.2,0.8,Wheat,0.8,0.324,0.0,10,4,7
Kenya,tropical,1.1297,36.4637,2020-04-06,4,31.3,75.6,59.7,10.5,Cotton,0.5,0.532,0.026,20,4,1
South Korea,temperate,37.4532,129.379,2022-12-24,12,0.7,84.6,97.9,4.2,Maize,0.7,0.682,0.025,37,3,2
Sweden,continental,61.98,16.7551,2022-08-16,8,8.5,35.7,59.4,0.7,Sugarcane,0.3,0.604,0.0,40,1,6
Nepal,highland,28.5414,84.8095,2021-12-10,12,18.0,61.0,191.3,8.7,Barley,0.7,0.353,0.0,24,2,0
Pakistan,arid,31.5279,69.9329,2020-12-22,12,22.6,10.7,12.6,22.6,Cotton,0.5,0.466,0.0,29,0,1
Italy,temperate,41.9194,13.9593,2022-01-11,1,13.7,82.6,97.9,2.9,Maize,0.7,0.208,0.05,18,3,2
Mexico,arid,24.4712,-103.2628,2020-07-31,7,36.0,26.3,20.1,21.2,Cotton,0.5,0.155,0.011,22,0,1
Ukraine,temperate,49.8525,32.8351,2021-05-05,5,29.2,76.5,134.7,0.5,Rice,0.6,0.552,0.0,45,3,4
Sweden,continental,58.3939,17.0405,2020-04-04,4,12.5,73.2,21.7,20.4,Potato,0.4,0.468,0.058,40,1,3
Japan,temperate,36.8882,136.3607,2020-07-06,7,27.9,43.8,17.0,11.4,Potato,0.4,0.431,0.02,19,3,3
Pakistan,arid,28.8545,68.2721,2020-05-30,5,38.8,13.3,6.8,11.6,Wheat,0.8,0.145,0.006,29,0,7
New Zealand,temperate,-39.4398,174.7981,2020-06-16,6,25.0,71.3,89.1,0.7,Maize,0.7,0.54,0.076,26,3,2
Peru,highland,-7.6537,-76.6537,2022-01-16,1,24.6,88.2,60.4,7.9,Rice,0.6,0.55,0.0,30,2,4
South Africa,temperate,-31.4181,24.2854,2020-08-31,8,19.9,62.6,117.0,7.1,Cotton,0.5,0.442,0.002,36,3,1
Argentina,temperate,-37.1828,-64.3039,2023-10-01,10,16.1,56.4,143.1,17.5,Wheat,0.8,0.172,0.05,0,3,7
India,tropical,20.7363,78.6122,2021-12-19,12,29.0,74.3,92.9,14.2,Soybean,0.9,0.66,0.01,15,4,5
UK,temperate,57.1755,-3.9648,2021-03-28,3,11.6,72.7,119.9,17.1,Soybean,0.9,0.412,0.004,43,3,5
Russia,continental,60.9519,103.6892,2020-04-28,4,22.9,74.5,90.2,18.3,Cotton,0.5,0.535,0.0,34,1,1
Brazil,tropical,-12.8649,-50.1565,2020-11-04,11,25.8,88.3,42.1,9.9,Cotton,0.5,0.451,0.048,4,4,1
Iran,arid,32.981,53.7789,2021-05-22,5,41.8,37.1,20.2,7.5,Barley,0.7,0.415,0.035,17,0,0
Norway,continental,61.6778,6.6872,2021-12-08,12,-12.6,58.5,40.4,0.2,Sugarcane,0.3,0.332,0.019,28,1,6
India,tropical,22.2755,79.9674,2022-07-03,7,29.8,74.4,93.7,2.4,Sugarcane,0.3,0.628,0.0,15,4,6
Ethiopia,tropical,10.5804,40.9453,2023-06-06,6,23.7,64.0,64.5,5.1,Barley,0.7,0.551,0.068,10,4,0
Ethiopia,tropical,8.0874,42.3597,2023-07-18,7,29.1,66.9,271.4,14.0,Maize,0.7,0.374,0.0,10,4,2
Spain,temperate,39.7741,-3.8684,2020-07-22,7,17.1,67.4,50.4,17.0,Potato,0.4,0.605,0.009,38,3,3
Norway,continental,61.2768,7.0544,2020-03-21,3,0.3,38.1,52.7,0.9,Rice,0.6,0.512,0.0,28,1,4
Ukraine,temperate,49.2853,32.4508,2020-11-10,11,8.9,71.1,136.8,12.2,Wheat,0.8,0.709,0.006,45,3,7
Mexico,arid,23.2191,-101.1673,2021-12-20,12,41.4,31.3,9.4,4.3,Soybean,0.9,0.216,0.0,22,0,5
Iran,arid,32.7797,54.8694,2023-04-02,4,35.5,16.2,5.9,17.7,Rice,0.6,0.363,0.001,17,0,4
Belgium,temperate,50.3904,2.8251,2023-04-05,4,16.5,49.3,44.9,4.2,Barley,0.7,0.293,0.028,3,3,0
Netherlands,temperate,53.6427,6.3625,2020-05-04,5,29.9,73.3,122.4,10.0,Maize,0.7,0.462,0.015,25,3,2
Canada,continental,56.5854,-106.227,2022-05-11,5,17.2,53.2,92.3,21.0,Sugarcane,0.3,0.583,0.0,5,1,6
Bangladesh,temperate,25.1738,88.4589,2020-08-05,8,25.9,76.1,16.4,18.9,Barley,0.7,0.48,0.0,2,3,0
Canada,continental,54.3024,-107.7478,2021-09-12,9,4.1,36.0,86.8,16.0,Potato,0.4,0.35,0.018,5,1,3
Japan,temperate,34.8489,136.3028,2023-12-14,12,2.4,55.1,36.2,6.1,Barley,0.7,0.677,0.0,19,3,0
Mexico,arid,22.2471,-100.874,2020-04-14,4,27.1,46.9,9.1,28.4,Soybean,0.9,0.089,0.045,22,0,5
Nigeria,tropical,7.1644,9.2138,2022-04-14,4,27.9,93.4,23.6,6.1,Cotton,0.5,0.467,0.045,27,4,1
Kenya,tropical,1.4903,38.5572,2023-01-04,1,31.4,82.8,46.4,3.3,Wheat,0.8,0.289,0.052,20,4,7
Bangladesh,temperate,21.9,88.9897,2021-08-16,8,26.8,51.8,52.1,3.2,Cotton,0.5,0.473,0.0,2,3,1
Pakistan,arid,30.3232,70.9622,2021-01-22,1,42.3,44.1,12.5,22.0,Maize,0.7,0.406,0.0,29,0,2
Poland,temperate,51.0843,18.023,2021-07-27,7,26.7,42.1,38.1,7.2,Maize,0.7,0.409,0.0,32,3,2
France,temperate,48.1189,1.4463,2022-12-16,12,8.0,59.3,147.3,14.6,Wheat,0.8,0.353,0.0,12,3,7
Italy,temperate,40.0447,13.8452,2022-05-09,5,27.7,82.9,136.1,13.9,Rice,0.6,0.105,0.016,18,3,4
Colombia,highland,5.5804,-72.5755,2021-08-27,8,6.9,78.0,93.7,11.8,Maize,0.7,0.318,0.0,8,2,2
Spain,temperate,42.1284,-2.8316,2021-04-07,4,20.2,83.7,29.4,3.4,Sugarcane,0.3,0.66,0.015,38,3,6
Nepal,highland,26.4263,82.8577,2022-04-28,4,12.5,62.5,92.9,4.5,Soybean,0.9,0.274,0.0,24,2,5
Pakistan,arid,32.0227,70.6802,2021-05-06,5,43.0,12.5,1.3,12.5,Wheat,0.8,0.257,0.041,29,0,7
Nepal,highland,28.2846,82.4344,2020-06-22,6,8.1,83.4,126.8,0.3,Maize,0.7,0.434,0.039,24,2,2
Japan,temperate,34.2656,139.5494,2021-07-09,7,26.0,72.6,119.5,12.0,Potato,0.4,0.738,0.0,19,3,3
Pakistan,arid,31.9967,68.2293,2021-07-17,7,41.4,46.6,1.7,1.8,Maize,0.7,0.315,0.0,29,0,2
Morocco,arid,33.3021,-6.3215,2020-05-11,5,15.2,14.1,12.7,9.2,Barley,0.7,0.215,0.0,23,0,0
Thailand,tropical,17.4708,101.4183,2020-08-16,8,30.9,71.6,111.7,12.6,Barley,0.7,0.332,0.033,41,4,0
Germany,temperate,51.1076,12.1884,2023-10-29,10,2.3,78.4,125.2,10.1,Sugarcane,0.3,0.16,0.0,13,3,6
Morocco,arid,30.3265,-8.0153,2020-08-12,8,24.6,35.4,14.9,25.8,Barley,0.7,0.157,0.0,23,0,0
Brazil,tropical,-14.9857,-53.651,2021-06-02,6,31.5,63.1,17.4,12.8,Soybean,0.9,0.561,0.075,4,4,5
Iran,arid,30.8827,55.0013,2021-08-15,8,33.1,36.2,28.0,5.2,Cotton,0.5,0.391,0.0,17,0,1
Iran,arid,33.1682,54.7852,2021-03-13,3,34.6,32.5,10.3,14.0,Sugarcane,0.3,0.52,0.041,17,0,6
USA,temperate,40.4223,-98.1533,2021-08-20,8,15.6,53.4,39.6,10.3,Sugarcane,0.3,0.474,0.0,44,3,6
Iran,arid,31.0268,52.5006,2022-11-20,11,40.2,38.4,18.8,17.8,Soybean,0.9,0.428,0.0,17,0,5
Venezuela,highland,6.3833,-68.3344,2022-05-18,5,8.0,85.1,174.1,6.2,Barley,0.7,0.643,0.0,46,2,0
UK,temperate,56.6146,-2.0533,2022-01-04,1,0.2,56.7,105.1,12.9,Sugarcane,0.3,0.39,0.046,43,3,6
Indonesia,tropical,-0.3549,112.602,2021-10-13,10,24.1,66.7,32.2,4.6,Cotton,0.5,0.458,0.024,16,4,1
Japan,temperate,36.9656,140.2849,2020-11-26,11,12.1,41.3,54.2,0.6,Rice,0.6,0.433,0.028,19,3,4
Indonesia,tropical,-1.242,112.6208,2023-06-16,6,32.3,81.5,109.6,5.7,Potato,0.4,0.362,0.009,16,4,3
Venezuela,highland,5.5416,-68.1325,2021-12-16,12,12.2,74.2,16.8,4.0,Cotton,0.5,0.652,0.032,46,2,1
South Africa,temperate,-30.0557,21.0201,2020-05-27,5,20.3,56.3,96.4,17.9,Wheat,0.8,0.58,0.009,36,3,7
Ghana,tropical,7.4597,0.0852,2022-08-22,8,26.0,74.2,6.3,11.4,Wheat,0.8,0.808,0.053,14,4,7
New Zealand,temperate,-42.3863,173.553,2020-07-12,7,28.7,74.7,97.7,0.3,Barley,0.7,0.329,0.047,26,3,0
Nigeria,tropical,9.8237,8.1464,2021-10-18,10,33.0,79.6,74.2,2.2,Maize,0.7,0.506,0.006,27,4,2
Chile,temperate,-34.5661,-72.3225,2022-07-22,7,16.5,50.2,109.1,6.9,Maize,0.7,0.092,0.0,6,3,2
Poland,temperate,52.2846,17.646,2021-11-18,11,4.2,74.9,83.6,9.4,Cotton,0.5,0.411,0.012,32,3,1
Peru,highland,-7.5884,-75.2903,2020-02-07,2,14.2,58.3,37.6,10.7,Barley,0.7,0.37,0.0,30,2,0
Finland,continental,62.3429,26.0176,2020-03-10,3,20.0,33.0,71.4,11.6,Cotton,0.5,0.33,0.0,11,1,1
Turkey,temperate,37.9978,35.3821,2021-02-28,2,14.8,81.9,14.7,18.2,Potato,0.4,0.557,0.0,42,3,3
Pakistan,arid,31.7293,67.432,2022-04-23,4,24.2,25.9,23.6,22.3,Wheat,0.8,0.418,0.054,29,0,7
Russia,continental,62.213,106.1533,2023-07-16,7,14.3,68.3,25.4,24.8,Rice,0.6,0.502,0.0,34,1,4
Australia,temperate,-25.3018,135.4881,2021-01-07,1,6.8,82.3,16.9,10.1,Sugarcane,0.3,0.264,0.027,1,3,6
Venezuela,highland,5.0149,-65.0084,2021-03-21,3,5.9,57.2,43.7,13.1,Wheat,0.8,0.319,0.0,46,2,7
New Zealand,temperate,-40.9915,175.4169,2021-04-19,4,23.9,50.0,67.7,8.8,Sugarcane,0.3,0.347,0.045,26,3,6
Spain,temperate,42.1829,-4.02,2023-07-09,7,31.4,68.6,127.8,17.2,Rice,0.6,0.516,0.0,38,3,4
Chile,temperate,-34.9659,-70.2819,2020-10-18,10,7.7,62.2,28.4,13.9,Cotton,0.5,0.287,0.0,6,3,1
Morocco,arid,32.2694,-5.196,2020-10-10,10,41.0,48.5,17.4,23.2,Maize,0.7,0.408,0.003,23,0,2
New Zealand,temperate,-39.0255,176.61,2022-09-12,9,11.7,53.5,140.3,11.5,Sugarcane,0.3,0.524,0.013,26,3,6
Malaysia,tropical,4.2399,103.1132,2020-12-20,12,23.6,88.4,85.0,12.5,Maize,0.7,0.618,0.005,21,4,2
Philippines,tropical,12.9684,120.4024,2023-02-17,2,26.3,61.2,45.7,7.2,Rice,0.6,0.561,0.054,31,4,4
Spain,temperate,40.158,-5.6128,2022-03-23,3,20.0,66.4,136.6,16.0,Maize,0.7,0.564,0.037,38,3,2
Sri Lanka,tropical,7.2837,81.3423,2020-08-19,8,20.2,61.7,86.1,8.9,Potato,0.4,0.275,0.017,39,4,3
Sri Lanka,tropical,7.2884,82.7764,2020-11-13,11,21.9,80.8,97.9,12.3,Potato,0.4,0.616,0.022,39,4,3
Venezuela,highland,7.2375,-64.9236,2022-12-07,12,6.0,60.5,165.6,9.9,Soybean,0.9,0.437,0.0,46,2,5
Pakistan,arid,31.2609,70.4147,2022-10-17,10,32.2,12.8,26.6,11.1,Soybean,0.9,0.251,0.0,29,0,5
Nepal,highland,27.0044,82.6579,2022-11-23,11,22.6,64.2,36.3,4.6,Soybean,0.9,0.373,0.039,24,2,5
Canada,continental,55.2912,-107.5695,2023-01-01,1,-13.3,42.5,64.2,22.3,Cotton,0.5,0.506,0.0,5,1,1
India,tropical,21.7372,76.9982,2020-01-23,1,23.2,72.0,66.0,10.1,Maize,0.7,0.347,0.003,15,4,2
Bangladesh,temperate,24.2653,91.8067,2022-10-06,10,10.0,72.3,107.4,2.1,Wheat,0.8,0.507,0.0,2,3,7
Ukraine,temperate,47.4021,32.3201,2023-08-22,8,21.3,54.3,44.8,18.5,Sugarcane,0.3,0.47,0.037,45,3,6
South Korea,temperate,37.1729,127.7511,2020-08-19,8,25.2,41.5,142.3,17.7,Cotton,0.5,0.643,0.028,37,3,1
Japan,temperate,36.9502,136.6249,2022-09-29,9,19.5,77.4,113.8,5.4,Sugarcane,0.3,0.55,0.023,19,3,6
Philippines,tropical,14.4417,120.0395,2022-06-12,6,22.5,62.1,120.8,5.1,Maize,0.7,0.8,0.014,31,4,2
Mexico,arid,24.6509,-100.6985,2020-04-01,4,35.2,29.5,21.0,9.5,Sugarcane,0.3,0.032,0.0,22,0,6
Spain,temperate,39.8338,-2.2044,2022-04-27,4,19.4,83.5,34.2,13.8,Soybean,0.9,0.751,0.083,38,3,5
Peru,highland,-9.0893,-75.5625,2023-10-08,10,5.6,81.2,89.7,9.7,Wheat,0.8,0.233,0.002,30,2,7
Malaysia,tropical,2.8403,103.4754,2021-02-14,2,23.6,94.0,23.0,12.1,Potato,0.4,0.558,0.0,21,4,3
Colombia,highland,4.0918,-72.9838,2020-09-08,9,22.0,74.9,121.3,1.4,Soybean,0.9,0.209,0.023,8,2,5
Ukraine,temperate,49.896,30.5165,2020-09-07,9,22.0,84.9,139.5,8.2,Wheat,0.8,0.417,0.0,45,3,7
Germany,temperate,51.2458,9.5959,2020-02-19,2,8.1,56.6,43.2,19.7,Barley,0.7,0.086,0.0,13,3,0
Russia,continental,63.0864,105.5333,2023-03-06,3,6.4,45.6,21.6,15.1,Rice,0.6,0.61,0.024,34,1,4
Russia,continental,60.7929,104.1778,2023-06-10,6,14.6,65.7,98.2,18.2,Cotton,0.5,0.575,0.0,34,1,1
Mexico,arid,22.9301,-101.7368,2022-02-10,2,34.7,43.2,19.1,5.7,Potato,0.4,0.242,0.0,22,0,3
Morocco,arid,33.1938,-7.0888,2022-10-02,10,24.5,21.2,17.7,8.2,Wheat,0.8,0.279,0.0,23,0,7
Mexico,arid,24.3589,-103.9216,2023-08-17,8,24.1,43.9,10.8,11.1,Soybean,0.9,0.037,0.046,22,0,5
Bangladesh,temperate,22.6165,91.8654,2023-11-08,11,5.6,77.5,102.9,15.6,Potato,0.4,0.523,0.0,2,3,3
Iran,arid,33.949,51.7397,2023-01-26,1,30.6,29.6,24.4,5.0,Soybean,0.9,0.154,0.0,17,0,5
South Korea,temperate,35.6351,128.9126,2022-03-12,3,12.6,84.7,112.7,0.5,Barley,0.7,0.728,0.047,37,3,0
India,tropical,19.9184,79.6043,2020-05-07,5,22.6,71.1,257.7,0.2,Soybean,0.9,0.575,0.0,15,4,5
Sri Lanka,tropical,8.4302,82.7298,2021-04-30,4,29.8,74.5,38.2,4.2,Cotton,0.5,0.336,0.0,39,4,1
Canada,continental,57.0029,-104.9763,2020-11-02,11,-7.0,41.1,23.1,1.7,Sugarcane,0.3,0.401,0.002,5,1,6
Kenya,tropical,1.7199,38.9997,2022-09-02,9,20.1,89.5,59.4,3.7,Cotton,0.5,0.603,0.0,20,4,1
Venezuela,highland,6.6542,-66.2768,2022-05-31,5,18.3,71.3,146.2,4.8,Maize,0.7,0.343,0.059,46,2,2
Vietnam,tropical,13.4153,110.0362,2022-01-16,1,26.5,71.1,38.3,1.4,Barley,0.7,0.624,0.027,47,4,0
Poland,temperate,53.0898,18.2968,2022-05-30,5,29.2,69.7,22.8,18.6,Rice,0.6,0.112,0.061,32,3,4
Portugal,temperate,40.6048,-9.3783,2023-03-18,3,17.5,40.9,135.8,9.6,Rice,0.6,0.58,0.0,33,3,4
Peru,highland,-9.3454,-75.4086,2020-09-05,9,16.0,75.1,170.3,12.2,Rice,0.6,0.396,0.042,30,2,4
Canada,continental,55.8496,-107.0058,2020-03-15,3,7.4,36.0,43.5,23.7,Rice,0.6,0.534,0.0,5,1,4
Netherlands,temperate,50.732,6.807,2021-10-22,10,15.8,54.5,38.2,4.8,Maize,0.7,0.571,0.0,25,3,2
Poland,temperate,51.817,19.0675,2021-05-17,5,28.3,56.6,103.5,7.1,Maize,0.7,0.093,0.061,32,3,2
Spain,temperate,39.3085,-2.8919,2020-10-15,10,8.8,62.0,69.5,14.4,Wheat,0.8,0.445,0.028,38,3,7
Portugal,temperate,39.8234,-9.5591,2023-11-14,11,3.9,51.7,68.9,1.0,Sugarcane,0.3,0.309,0.0,33,3,6
